county,deaths,date
Nassau,2977,2021-03-11
Niagara,320,2021-03-11
Non-NYS,195,2021-03-11
Oneida,483,2021-03-11
Onondaga,642,2021-03-11
Ontario,90,2021-03-11
Orange,657,2021-03-11
Orleans,82,2021-03-11
Oswego,89,2021-03-11
Otsego,44,2021-03-11
Putnam,87,2021-03-11
Queens,6411,2021-03-11
Rensselaer,132,2021-03-11
Richmond,1061,2021-03-11
Rockland,697,2021-03-11
Saratoga,150,2021-03-11
Schenectady,184,2021-03-11
Schoharie,13,2021-03-11
Schuyler,12,2021-03-11
Seneca,54,2021-03-11
St. Lawrence,92,2021-03-11
Statewide Total,39385,2021-03-11
Steuben,139,2021-03-11
Suffolk,3150,2021-03-11
Sullivan,60,2021-03-11
Tioga,56,2021-03-11
Tompkins,43,2021-03-11
Ulster,233,2021-03-11
Warren,55,2021-03-11
Washington,54,2021-03-11
Wayne,65,2021-03-11
Westchester,2142,2021-03-11
Wyoming,49,2021-03-11
Yates,26,2021-03-11
Albany,338,2021-03-12
Allegany,82,2021-03-12
Bronx,4219,2021-03-12
Broome,341,2021-03-12
Cattaraugus,79,2021-03-12
Cayuga,90,2021-03-12
Chautauqua,129,2021-03-12
Chemung,131,2021-03-12
Chenango,70,2021-03-12
Clinton,28,2021-03-12
Columbia,96,2021-03-12
Cortland,60,2021-03-12
Delaware,34,2021-03-12
Dutchess,418,2021-03-12
Erie,1628,2021-03-12
Essex,26,2021-03-12
Franklin,12,2021-03-12
Fulton,85,2021-03-12
Genesee,120,2021-03-12
Greene,71,2021-03-12
Hamilton,2,2021-03-12
Herkimer,107,2021-03-12
Jefferson,63,2021-03-12
Kings,6612,2021-03-12
Lewis,30,2021-03-12
Livingston,57,2021-03-12
Madison,85,2021-03-12
Manhattan,2757,2021-03-12
Monroe,1003,2021-03-12
Montgomery,107,2021-03-12
Nassau,2981,2021-03-12
Niagara,321,2021-03-12
Non-NYS,196,2021-03-12
Oneida,485,2021-03-12
Onondaga,644,2021-03-12
Ontario,90,2021-03-12
Orange,657,2021-03-12
Orleans,82,2021-03-12
Oswego,89,2021-03-12
Otsego,44,2021-03-12
Putnam,87,2021-03-12
Queens,6420,2021-03-12
Rensselaer,132,2021-03-12
Richmond,1064,2021-03-12
Rockland,698,2021-03-12
Saratoga,151,2021-03-12
Schenectady,184,2021-03-12
Schoharie,13,2021-03-12
Schuyler,12,2021-03-12
Seneca,55,2021-03-12
St. Lawrence,92,2021-03-12
Statewide Total,39464,2021-03-12
Steuben,140,2021-03-12
Suffolk,3155,2021-03-12
Sullivan,62,2021-03-12
Tioga,56,2021-03-12
Tompkins,47,2021-03-12
Ulster,233,2021-03-12
Warren,55,2021-03-12
Washington,54,2021-03-12
Wayne,65,2021-03-12
Westchester,2145,2021-03-12
Wyoming,49,2021-03-12
Yates,26,2021-03-12
Albany,339,2021-03-13
Allegany,82,2021-03-13
Bronx,4231,2021-03-13
Broome,341,2021-03-13
Cattaraugus,79,2021-03-13
Cayuga,90,2021-03-13
Chautauqua,129,2021-03-13
Chemung,131,2021-03-13
Chenango,70,2021-03-13
Clinton,28,2021-03-13
Columbia,97,2021-03-13
Cortland,60,2021-03-13
Delaware,34,2021-03-13
Dutchess,418,2021-03-13
Erie,1630,2021-03-13
Essex,26,2021-03-13
Franklin,12,2021-03-13
Fulton,85,2021-03-13
Genesee,120,2021-03-13
Greene,71,2021-03-13
Hamilton,2,2021-03-13
Herkimer,107,2021-03-13
Jefferson,63,2021-03-13
Kings,6629,2021-03-13
Lewis,31,2021-03-13
Livingston,57,2021-03-13
Madison,85,2021-03-13
Manhattan,2764,2021-03-13
Monroe,1004,2021-03-13
Montgomery,107,2021-03-13
Nassau,2986,2021-03-13
Niagara,321,2021-03-13
Non-NYS,197,2021-03-13
Oneida,486,2021-03-13
Onondaga,645,2021-03-13
Ontario,90,2021-03-13
Orange,659,2021-03-13
Orleans,82,2021-03-13
Oswego,89,2021-03-13
Otsego,44,2021-03-13
Putnam,87,2021-03-13
Queens,6425,2021-03-13
Rensselaer,132,2021-03-13
Richmond,1064,2021-03-13
Rockland,699,2021-03-13
Saratoga,151,2021-03-13
Schenectady,185,2021-03-13
Schoharie,13,2021-03-13
Schuyler,12,2021-03-13
Seneca,55,2021-03-13
St. Lawrence,92,2021-03-13
Statewide Total,39527,2021-03-13
Steuben,140,2021-03-13
Suffolk,3158,2021-03-13
Sullivan,62,2021-03-13
Tioga,56,2021-03-13
Tompkins,47,2021-03-13
Ulster,233,2021-03-13
Warren,55,2021-03-13
Washington,54,2021-03-13
Wayne,65,2021-03-13
Westchester,2146,2021-03-13
Wyoming,49,2021-03-13
Yates,26,2021-03-13
Albany,339,2021-03-14
Allegany,82,2021-03-14
Bronx,4240,2021-03-14
Broome,341,2021-03-14
Cattaraugus,79,2021-03-14
Cayuga,90,2021-03-14
Chautauqua,129,2021-03-14
Chemung,131,2021-03-14
Chenango,70,2021-03-14
Clinton,29,2021-03-14
Columbia,97,2021-03-14
Cortland,60,2021-03-14
Delaware,34,2021-03-14
Dutchess,418,2021-03-14
Erie,1631,2021-03-14
Essex,26,2021-03-14
Franklin,12,2021-03-14
Fulton,85,2021-03-14
Genesee,120,2021-03-14
Greene,71,2021-03-14
Hamilton,2,2021-03-14
Herkimer,107,2021-03-14
Jefferson,63,2021-03-14
Kings,6645,2021-03-14
Lewis,31,2021-03-14
Livingston,57,2021-03-14
Madison,85,2021-03-14
Manhattan,2768,2021-03-14
Monroe,1005,2021-03-14
Montgomery,107,2021-03-14
Nassau,2987,2021-03-14
Niagara,323,2021-03-14
Non-NYS,197,2021-03-14
Oneida,486,2021-03-14
Onondaga,645,2021-03-14
Ontario,90,2021-03-14
Orange,661,2021-03-14
Orleans,82,2021-03-14
Oswego,89,2021-03-14
Otsego,44,2021-03-14
Putnam,88,2021-03-14
Queens,6434,2021-03-14
Rensselaer,132,2021-03-14
Richmond,1067,2021-03-14
Rockland,700,2021-03-14
Saratoga,151,2021-03-14
Schenectady,185,2021-03-14
Schoharie,13,2021-03-14
Schuyler,12,2021-03-14
Seneca,55,2021-03-14
St. Lawrence,92,2021-03-14
Statewide Total,39585,2021-03-14
Steuben,140,2021-03-14
Suffolk,3162,2021-03-14
Sullivan,62,2021-03-14
Tioga,56,2021-03-14
Tompkins,47,2021-03-14
Ulster,233,2021-03-14
Warren,55,2021-03-14
Washington,54,2021-03-14
Wayne,65,2021-03-14
Westchester,2149,2021-03-14
Wyoming,49,2021-03-14
Yates,26,2021-03-14
Albany,339,2021-03-15
Allegany,82,2021-03-15
Bronx,4248,2021-03-15
Broome,341,2021-03-15
Cattaraugus,79,2021-03-15
Cayuga,90,2021-03-15
Chautauqua,129,2021-03-15
Chemung,131,2021-03-15
Chenango,70,2021-03-15
Clinton,29,2021-03-15
Columbia,97,2021-03-15
Cortland,60,2021-03-15
Delaware,34,2021-03-15
Dutchess,418,2021-03-15
Erie,1632,2021-03-15
Essex,26,2021-03-15
Franklin,12,2021-03-15
Fulton,85,2021-03-15
Genesee,120,2021-03-15
Greene,71,2021-03-15
Hamilton,2,2021-03-15
Herkimer,107,2021-03-15
Jefferson,63,2021-03-15
Kings,6654,2021-03-15
Lewis,31,2021-03-15
Livingston,57,2021-03-15
Madison,85,2021-03-15
Manhattan,2771,2021-03-15
Monroe,1007,2021-03-15
Montgomery,107,2021-03-15
Nassau,2992,2021-03-15
Niagara,323,2021-03-15
Non-NYS,197,2021-03-15
Oneida,486,2021-03-15
Onondaga,646,2021-03-15
Ontario,90,2021-03-15
Orange,661,2021-03-15
Orleans,82,2021-03-15
Oswego,89,2021-03-15
Otsego,44,2021-03-15
Putnam,88,2021-03-15
Queens,6441,2021-03-15
Rensselaer,132,2021-03-15
Richmond,1067,2021-03-15
Rockland,704,2021-03-15
Saratoga,151,2021-03-15
Schenectady,185,2021-03-15
Schoharie,13,2021-03-15
Schuyler,12,2021-03-15
Seneca,55,2021-03-15
St. Lawrence,92,2021-03-15
Statewide Total,39636,2021-03-15
Steuben,140,2021-03-15
Suffolk,3170,2021-03-15
Sullivan,62,2021-03-15
Tioga,56,2021-03-15
Tompkins,47,2021-03-15
Ulster,233,2021-03-15
Warren,55,2021-03-15
Washington,54,2021-03-15
Wayne,65,2021-03-15
Westchester,2152,2021-03-15
Wyoming,49,2021-03-15
Yates,26,2021-03-15
Albany,339,2021-03-16
Allegany,82,2021-03-16
Bronx,4252,2021-03-16
Broome,341,2021-03-16
Cattaraugus,79,2021-03-16
Cayuga,90,2021-03-16
Chautauqua,129,2021-03-16
Chemung,131,2021-03-16
Chenango,71,2021-03-16
Clinton,29,2021-03-16
Columbia,97,2021-03-16
Cortland,60,2021-03-16
Delaware,34,2021-03-16
Dutchess,418,2021-03-16
Erie,1633,2021-03-16
Essex,26,2021-03-16
Franklin,12,2021-03-16
Fulton,85,2021-03-16
Genesee,120,2021-03-16
Greene,72,2021-03-16
Hamilton,2,2021-03-16
Herkimer,107,2021-03-16
Jefferson,63,2021-03-16
Kings,6668,2021-03-16
Lewis,31,2021-03-16
Livingston,57,2021-03-16
Madison,85,2021-03-16
Manhattan,2781,2021-03-16
Monroe,1008,2021-03-16
Montgomery,107,2021-03-16
Nassau,2998,2021-03-16
Niagara,323,2021-03-16
Non-NYS,197,2021-03-16
Oneida,486,2021-03-16
Onondaga,646,2021-03-16
Ontario,90,2021-03-16
Orange,661,2021-03-16
Orleans,82,2021-03-16
Oswego,89,2021-03-16
Otsego,44,2021-03-16
Putnam,88,2021-03-16
Queens,6445,2021-03-16
Rensselaer,133,2021-03-16
Richmond,1067,2021-03-16
Rockland,705,2021-03-16
Saratoga,151,2021-03-16
Schenectady,186,2021-03-16
Schoharie,13,2021-03-16
Schuyler,12,2021-03-16
Seneca,55,2021-03-16
St. Lawrence,92,2021-03-16
Statewide Total,39690,2021-03-16
Steuben,140,2021-03-16
Suffolk,3176,2021-03-16
Sullivan,62,2021-03-16
Tioga,56,2021-03-16
Tompkins,47,2021-03-16
Ulster,233,2021-03-16
Warren,55,2021-03-16
Washington,54,2021-03-16
Wayne,65,2021-03-16
Westchester,2155,2021-03-16
Wyoming,49,2021-03-16
Yates,26,2021-03-16
Albany,339,2021-03-17
Allegany,82,2021-03-17
Bronx,4264,2021-03-17
Broome,341,2021-03-17
Cattaraugus,79,2021-03-17
Cayuga,90,2021-03-17
Chautauqua,129,2021-03-17
Chemung,131,2021-03-17
Chenango,71,2021-03-17
Clinton,29,2021-03-17
Columbia,97,2021-03-17
Cortland,60,2021-03-17
Delaware,34,2021-03-17
Dutchess,418,2021-03-17
Erie,1634,2021-03-17
Essex,26,2021-03-17
Franklin,12,2021-03-17
Fulton,85,2021-03-17
Genesee,120,2021-03-17
Greene,72,2021-03-17
Hamilton,2,2021-03-17
Herkimer,107,2021-03-17
Jefferson,63,2021-03-17
Kings,6678,2021-03-17
Lewis,32,2021-03-17
Livingston,57,2021-03-17
Madison,85,2021-03-17
Manhattan,2785,2021-03-17
Monroe,1010,2021-03-17
Montgomery,108,2021-03-17
Nassau,3000,2021-03-17
Niagara,323,2021-03-17
Non-NYS,198,2021-03-17
Oneida,487,2021-03-17
Onondaga,646,2021-03-17
Ontario,90,2021-03-17
Orange,661,2021-03-17
Orleans,82,2021-03-17
Oswego,89,2021-03-17
Otsego,44,2021-03-17
Putnam,88,2021-03-17
Queens,6452,2021-03-17
Rensselaer,133,2021-03-17
Richmond,1069,2021-03-17
Rockland,706,2021-03-17
Saratoga,151,2021-03-17
Schenectady,186,2021-03-17
Schoharie,13,2021-03-17
Schuyler,12,2021-03-17
Seneca,55,2021-03-17
St. Lawrence,92,2021-03-17
Statewide Total,39748,2021-03-17
Steuben,140,2021-03-17
Suffolk,3185,2021-03-17
Sullivan,62,2021-03-17
Tioga,56,2021-03-17
Tompkins,47,2021-03-17
Ulster,233,2021-03-17
Warren,55,2021-03-17
Washington,54,2021-03-17
Wayne,65,2021-03-17
Westchester,2159,2021-03-17
Wyoming,49,2021-03-17
Yates,26,2021-03-17
Albany,339,2021-03-18
Allegany,82,2021-03-18
Bronx,4272,2021-03-18
Broome,341,2021-03-18
Cattaraugus,79,2021-03-18
Cayuga,90,2021-03-18
Chautauqua,129,2021-03-18
Chemung,131,2021-03-18
Chenango,71,2021-03-18
Clinton,29,2021-03-18
Columbia,97,2021-03-18
Cortland,60,2021-03-18
Delaware,34,2021-03-18
Dutchess,419,2021-03-18
Erie,1636,2021-03-18
Essex,26,2021-03-18
Franklin,12,2021-03-18
Fulton,85,2021-03-18
Genesee,120,2021-03-18
Greene,72,2021-03-18
Hamilton,2,2021-03-18
Herkimer,107,2021-03-18
Jefferson,63,2021-03-18
Kings,6684,2021-03-18
Lewis,32,2021-03-18
Livingston,57,2021-03-18
Madison,85,2021-03-18
Manhattan,2794,2021-03-18
Monroe,1010,2021-03-18
Montgomery,108,2021-03-18
Nassau,3006,2021-03-18
Niagara,323,2021-03-18
Non-NYS,199,2021-03-18
Oneida,487,2021-03-18
Onondaga,646,2021-03-18
Ontario,90,2021-03-18
Orange,663,2021-03-18
Orleans,82,2021-03-18
Oswego,89,2021-03-18
Otsego,44,2021-03-18
Putnam,88,2021-03-18
Queens,6459,2021-03-18
Rensselaer,133,2021-03-18
Richmond,1071,2021-03-18
Rockland,708,2021-03-18
Saratoga,151,2021-03-18
Schenectady,186,2021-03-18
Schoharie,13,2021-03-18
Schuyler,12,2021-03-18
Seneca,55,2021-03-18
St. Lawrence,93,2021-03-18
Statewide Total,39808,2021-03-18
Steuben,140,2021-03-18
Suffolk,3194,2021-03-18
Sullivan,63,2021-03-18
Tioga,56,2021-03-18
Tompkins,47,2021-03-18
Ulster,233,2021-03-18
Warren,55,2021-03-18
Washington,54,2021-03-18
Wayne,65,2021-03-18
Westchester,2162,2021-03-18
Wyoming,49,2021-03-18
Yates,26,2021-03-18
Albany,339,2021-03-19
Allegany,82,2021-03-19
Bronx,4277,2021-03-19
Broome,341,2021-03-19
Cattaraugus,79,2021-03-19
Cayuga,90,2021-03-19
Chautauqua,130,2021-03-19
Chemung,131,2021-03-19
Chenango,71,2021-03-19
Clinton,30,2021-03-19
Columbia,97,2021-03-19
Cortland,60,2021-03-19
Delaware,34,2021-03-19
Dutchess,420,2021-03-19
Erie,1637,2021-03-19
Essex,26,2021-03-19
Franklin,12,2021-03-19
Fulton,85,2021-03-19
Genesee,120,2021-03-19
Greene,72,2021-03-19
Hamilton,2,2021-03-19
Herkimer,107,2021-03-19
Jefferson,63,2021-03-19
Kings,6697,2021-03-19
Lewis,33,2021-03-19
Livingston,57,2021-03-19
Madison,85,2021-03-19
Manhattan,2800,2021-03-19
Monroe,1011,2021-03-19
Montgomery,108,2021-03-19
Nassau,3012,2021-03-19
Niagara,323,2021-03-19
Non-NYS,199,2021-03-19
Oneida,487,2021-03-19
Onondaga,647,2021-03-19
Ontario,90,2021-03-19
Orange,664,2021-03-19
Orleans,82,2021-03-19
Oswego,89,2021-03-19
Otsego,44,2021-03-19
Putnam,88,2021-03-19
Queens,6473,2021-03-19
Rensselaer,133,2021-03-19
Richmond,1072,2021-03-19
Rockland,709,2021-03-19
Saratoga,152,2021-03-19
Schenectady,186,2021-03-19
Schoharie,13,2021-03-19
Schuyler,12,2021-03-19
Seneca,55,2021-03-19
St. Lawrence,93,2021-03-19
Statewide Total,39870,2021-03-19
Steuben,140,2021-03-19
Suffolk,3198,2021-03-19
Sullivan,63,2021-03-19
Tioga,56,2021-03-19
Tompkins,48,2021-03-19
Ulster,234,2021-03-19
Warren,55,2021-03-19
Washington,54,2021-03-19
Wayne,65,2021-03-19
Westchester,2163,2021-03-19
Wyoming,49,2021-03-19
Yates,26,2021-03-19
Albany,339,2021-03-20
Allegany,82,2021-03-20
Bronx,4283,2021-03-20
Broome,342,2021-03-20
Cattaraugus,79,2021-03-20
Cayuga,90,2021-03-20
Chautauqua,130,2021-03-20
Chemung,131,2021-03-20
Chenango,71,2021-03-20
Clinton,30,2021-03-20
Columbia,97,2021-03-20
Cortland,60,2021-03-20
Delaware,34,2021-03-20
Dutchess,420,2021-03-20
Erie,1640,2021-03-20
Essex,26,2021-03-20
Franklin,12,2021-03-20
Fulton,85,2021-03-20
Genesee,120,2021-03-20
Greene,72,2021-03-20
Hamilton,2,2021-03-20
Herkimer,107,2021-03-20
Jefferson,63,2021-03-20
Kings,6706,2021-03-20
Lewis,33,2021-03-20
Livingston,57,2021-03-20
Madison,85,2021-03-20
Manhattan,2807,2021-03-20
Monroe,1012,2021-03-20
Montgomery,108,2021-03-20
Nassau,3017,2021-03-20
Niagara,324,2021-03-20
Non-NYS,199,2021-03-20
Oneida,487,2021-03-20
Onondaga,648,2021-03-20
Ontario,90,2021-03-20
Orange,664,2021-03-20
Orleans,82,2021-03-20
Oswego,89,2021-03-20
Otsego,44,2021-03-20
Putnam,89,2021-03-20
Queens,6478,2021-03-20
Rensselaer,133,2021-03-20
Richmond,1073,2021-03-20
Rockland,710,2021-03-20
Saratoga,153,2021-03-20
Schenectady,186,2021-03-20
Schoharie,13,2021-03-20
Schuyler,12,2021-03-20
Seneca,56,2021-03-20
St. Lawrence,93,2021-03-20
Statewide Total,39924,2021-03-20
Steuben,140,2021-03-20
Suffolk,3202,2021-03-20
Sullivan,64,2021-03-20
Tioga,56,2021-03-20
Tompkins,48,2021-03-20
Ulster,234,2021-03-20
Warren,55,2021-03-20
Washington,54,2021-03-20
Wayne,65,2021-03-20
Westchester,2168,2021-03-20
Wyoming,49,2021-03-20
Yates,26,2021-03-20
Albany,339,2021-03-21
Allegany,82,2021-03-21
Bronx,4285,2021-03-21
Broome,342,2021-03-21
Cattaraugus,79,2021-03-21
Cayuga,90,2021-03-21
Chautauqua,130,2021-03-21
Chemung,131,2021-03-21
Chenango,71,2021-03-21
Clinton,30,2021-03-21
Columbia,97,2021-03-21
Cortland,60,2021-03-21
Delaware,34,2021-03-21
Dutchess,420,2021-03-21
Erie,1640,2021-03-21
Essex,26,2021-03-21
Franklin,12,2021-03-21
Fulton,85,2021-03-21
Genesee,120,2021-03-21
Greene,73,2021-03-21
Hamilton,2,2021-03-21
Herkimer,107,2021-03-21
Jefferson,63,2021-03-21
Kings,6712,2021-03-21
Lewis,33,2021-03-21
Livingston,58,2021-03-21
Madison,85,2021-03-21
Manhattan,2813,2021-03-21
Monroe,1013,2021-03-21
Montgomery,109,2021-03-21
Nassau,3017,2021-03-21
Niagara,326,2021-03-21
Non-NYS,199,2021-03-21
Oneida,488,2021-03-21
Onondaga,648,2021-03-21
Ontario,90,2021-03-21
Orange,664,2021-03-21
Orleans,82,2021-03-21
Oswego,89,2021-03-21
Otsego,44,2021-03-21
Putnam,89,2021-03-21
Queens,6489,2021-03-21
Rensselaer,133,2021-03-21
Richmond,1077,2021-03-21
Rockland,710,2021-03-21
Saratoga,154,2021-03-21
Schenectady,186,2021-03-21
Schoharie,13,2021-03-21
Schuyler,12,2021-03-21
Seneca,56,2021-03-21
St. Lawrence,93,2021-03-21
Statewide Total,39970,2021-03-21
Steuben,140,2021-03-21
Suffolk,3207,2021-03-21
Sullivan,64,2021-03-21
Tioga,56,2021-03-21
Tompkins,48,2021-03-21
Ulster,235,2021-03-21
Warren,55,2021-03-21
Washington,54,2021-03-21
Wayne,65,2021-03-21
Westchester,2171,2021-03-21
Wyoming,49,2021-03-21
Yates,26,2021-03-21
Albany,339,2021-03-22
Allegany,82,2021-03-22
Bronx,4290,2021-03-22
Broome,342,2021-03-22
Cattaraugus,79,2021-03-22
Cayuga,90,2021-03-22
Chautauqua,130,2021-03-22
Chemung,131,2021-03-22
Chenango,72,2021-03-22
Clinton,30,2021-03-22
Columbia,97,2021-03-22
Cortland,60,2021-03-22
Delaware,34,2021-03-22
Dutchess,421,2021-03-22
Erie,1640,2021-03-22
Essex,26,2021-03-22
Franklin,12,2021-03-22
Fulton,85,2021-03-22
Genesee,120,2021-03-22
Greene,73,2021-03-22
Hamilton,2,2021-03-22
Herkimer,107,2021-03-22
Jefferson,63,2021-03-22
Kings,6726,2021-03-22
Lewis,33,2021-03-22
Livingston,58,2021-03-22
Madison,85,2021-03-22
Manhattan,2816,2021-03-22
Monroe,1013,2021-03-22
Montgomery,109,2021-03-22
Nassau,3021,2021-03-22
Niagara,326,2021-03-22
Non-NYS,199,2021-03-22
Oneida,490,2021-03-22
Onondaga,648,2021-03-22
Ontario,90,2021-03-22
Orange,664,2021-03-22
Orleans,82,2021-03-22
Oswego,89,2021-03-22
Otsego,44,2021-03-22
Putnam,89,2021-03-22
Queens,6500,2021-03-22
Rensselaer,133,2021-03-22
Richmond,1079,2021-03-22
Rockland,711,2021-03-22
Saratoga,154,2021-03-22
Schenectady,186,2021-03-22
Schoharie,13,2021-03-22
Schuyler,12,2021-03-22
Seneca,56,2021-03-22
St. Lawrence,93,2021-03-22
Statewide Total,40023,2021-03-22
Steuben,140,2021-03-22
Suffolk,3209,2021-03-22
Sullivan,64,2021-03-22
Tioga,56,2021-03-22
Tompkins,48,2021-03-22
Ulster,236,2021-03-22
Warren,55,2021-03-22
Washington,54,2021-03-22
Wayne,66,2021-03-22
Westchester,2176,2021-03-22
Wyoming,49,2021-03-22
Yates,26,2021-03-22
Albany,339,2021-03-23
Allegany,82,2021-03-23
Bronx,4302,2021-03-23
Broome,342,2021-03-23
Cattaraugus,79,2021-03-23
Cayuga,90,2021-03-23
Chautauqua,130,2021-03-23
Chemung,131,2021-03-23
Chenango,72,2021-03-23
Clinton,30,2021-03-23
Columbia,97,2021-03-23
Cortland,60,2021-03-23
Delaware,34,2021-03-23
Dutchess,422,2021-03-23
Erie,1642,2021-03-23
Essex,26,2021-03-23
Franklin,12,2021-03-23
Fulton,85,2021-03-23
Genesee,121,2021-03-23
Greene,73,2021-03-23
Hamilton,2,2021-03-23
Herkimer,107,2021-03-23
Jefferson,63,2021-03-23
Kings,6741,2021-03-23
Lewis,33,2021-03-23
Livingston,58,2021-03-23
Madison,85,2021-03-23
Manhattan,2825,2021-03-23
Monroe,1014,2021-03-23
Montgomery,110,2021-03-23
Nassau,3026,2021-03-23
Niagara,326,2021-03-23
Non-NYS,200,2021-03-23
Oneida,491,2021-03-23
Onondaga,649,2021-03-23
Ontario,90,2021-03-23
Orange,664,2021-03-23
Orleans,82,2021-03-23
Oswego,89,2021-03-23
Otsego,44,2021-03-23
Putnam,89,2021-03-23
Queens,6507,2021-03-23
Rensselaer,133,2021-03-23
Richmond,1083,2021-03-23
Rockland,712,2021-03-23
Saratoga,154,2021-03-23
Schenectady,186,2021-03-23
Schoharie,13,2021-03-23
Schuyler,12,2021-03-23
Seneca,56,2021-03-23
St. Lawrence,94,2021-03-23
Statewide Total,40096,2021-03-23
Steuben,140,2021-03-23
Suffolk,3214,2021-03-23
Sullivan,64,2021-03-23
Tioga,56,2021-03-23
Tompkins,48,2021-03-23
Ulster,236,2021-03-23
Warren,55,2021-03-23
Washington,54,2021-03-23
Wayne,66,2021-03-23
Westchester,2181,2021-03-23
Wyoming,49,2021-03-23
Yates,26,2021-03-23
Albany,339,2021-03-24
Allegany,82,2021-03-24
Bronx,4312,2021-03-24
Broome,342,2021-03-24
Cattaraugus,79,2021-03-24
Cayuga,90,2021-03-24
Chautauqua,130,2021-03-24
Chemung,131,2021-03-24
Chenango,72,2021-03-24
Clinton,30,2021-03-24
Columbia,97,2021-03-24
Cortland,60,2021-03-24
Delaware,34,2021-03-24
Dutchess,422,2021-03-24
Erie,1644,2021-03-24
Essex,26,2021-03-24
Franklin,12,2021-03-24
Fulton,85,2021-03-24
Genesee,121,2021-03-24
Greene,73,2021-03-24
Hamilton,2,2021-03-24
Herkimer,107,2021-03-24
Jefferson,63,2021-03-24
Kings,6746,2021-03-24
Lewis,33,2021-03-24
Livingston,58,2021-03-24
Madison,85,2021-03-24
Manhattan,2830,2021-03-24
Monroe,1014,2021-03-24
Montgomery,111,2021-03-24
Nassau,3029,2021-03-24
Niagara,326,2021-03-24
Non-NYS,200,2021-03-24
Oneida,492,2021-03-24
Onondaga,650,2021-03-24
Ontario,90,2021-03-24
Orange,665,2021-03-24
Orleans,82,2021-03-24
Oswego,89,2021-03-24
Otsego,45,2021-03-24
Putnam,89,2021-03-24
Queens,6516,2021-03-24
Rensselaer,133,2021-03-24
Richmond,1084,2021-03-24
Rockland,713,2021-03-24
Saratoga,154,2021-03-24
Schenectady,186,2021-03-24
Schoharie,13,2021-03-24
Schuyler,12,2021-03-24
Seneca,56,2021-03-24
St. Lawrence,94,2021-03-24
Statewide Total,40141,2021-03-24
Steuben,140,2021-03-24
Suffolk,3217,2021-03-24
Sullivan,64,2021-03-24
Tioga,56,2021-03-24
Tompkins,48,2021-03-24
Ulster,236,2021-03-24
Warren,55,2021-03-24
Washington,54,2021-03-24
Wayne,66,2021-03-24
Westchester,2182,2021-03-24
Wyoming,49,2021-03-24
Yates,26,2021-03-24
Albany,339,2021-03-25
Allegany,82,2021-03-25
Bronx,4318,2021-03-25
Broome,342,2021-03-25
Cattaraugus,79,2021-03-25
Cayuga,90,2021-03-25
Chautauqua,130,2021-03-25
Chemung,131,2021-03-25
Chenango,72,2021-03-25
Clinton,30,2021-03-25
Columbia,97,2021-03-25
Cortland,60,2021-03-25
Delaware,34,2021-03-25
Dutchess,423,2021-03-25
Erie,1645,2021-03-25
Essex,26,2021-03-25
Franklin,12,2021-03-25
Fulton,85,2021-03-25
Genesee,121,2021-03-25
Greene,73,2021-03-25
Hamilton,2,2021-03-25
Herkimer,107,2021-03-25
Jefferson,63,2021-03-25
Kings,6755,2021-03-25
Lewis,33,2021-03-25
Livingston,58,2021-03-25
Madison,85,2021-03-25
Manhattan,2834,2021-03-25
Monroe,1015,2021-03-25
Montgomery,111,2021-03-25
Nassau,3029,2021-03-25
Niagara,327,2021-03-25
Non-NYS,200,2021-03-25
Oneida,492,2021-03-25
Onondaga,651,2021-03-25
Ontario,90,2021-03-25
Orange,665,2021-03-25
Orleans,82,2021-03-25
Oswego,89,2021-03-25
Otsego,45,2021-03-25
Putnam,89,2021-03-25
Queens,6531,2021-03-25
Rensselaer,133,2021-03-25
Richmond,1087,2021-03-25
Rockland,713,2021-03-25
Saratoga,154,2021-03-25
Schenectady,187,2021-03-25
Schoharie,13,2021-03-25
Schuyler,12,2021-03-25
Seneca,56,2021-03-25
St. Lawrence,94,2021-03-25
Statewide Total,40190,2021-03-25
Steuben,140,2021-03-25
Suffolk,3221,2021-03-25
Sullivan,64,2021-03-25
Tioga,57,2021-03-25
Tompkins,48,2021-03-25
Ulster,236,2021-03-25
Warren,55,2021-03-25
Washington,54,2021-03-25
Wayne,66,2021-03-25
Westchester,2183,2021-03-25
Wyoming,49,2021-03-25
Yates,26,2021-03-25
Albany,340,2021-03-26
Allegany,82,2021-03-26
Bronx,4326,2021-03-26
Broome,343,2021-03-26
Cattaraugus,79,2021-03-26
Cayuga,90,2021-03-26
Chautauqua,130,2021-03-26
Chemung,131,2021-03-26
Chenango,72,2021-03-26
Clinton,30,2021-03-26
Columbia,97,2021-03-26
Cortland,60,2021-03-26
Delaware,34,2021-03-26
Dutchess,423,2021-03-26
Erie,1647,2021-03-26
Essex,26,2021-03-26
Franklin,12,2021-03-26
Fulton,85,2021-03-26
Genesee,121,2021-03-26
Greene,73,2021-03-26
Hamilton,2,2021-03-26
Herkimer,107,2021-03-26
Jefferson,63,2021-03-26
Kings,6769,2021-03-26
Lewis,33,2021-03-26
Livingston,58,2021-03-26
Madison,85,2021-03-26
Manhattan,2843,2021-03-26
Monroe,1017,2021-03-26
Montgomery,112,2021-03-26
Nassau,3032,2021-03-26
Niagara,327,2021-03-26
Non-NYS,200,2021-03-26
Oneida,493,2021-03-26
Onondaga,651,2021-03-26
Ontario,90,2021-03-26
Orange,668,2021-03-26
Orleans,82,2021-03-26
