Report Date,County,Place of Fatality,Deaths by County of Residence
6/24/20,Schenectady,34,35
6/24/20,Schoharie,0,2
6/24/20,Schuyler,0,0
6/24/20,Seneca,0,1
6/24/20,St. Lawrence,3,3
6/24/20,Statewide Total,24800,24800
6/24/20,Steuben,19,29
6/24/20,Suffolk,2022,1974
6/24/20,Sullivan,31,35
6/24/20,Tioga,18,19
6/24/20,Tompkins,2,0
6/24/20,Ulster,49,81
6/24/20,Warren,31,30
6/24/20,Washington,11,14
6/24/20,Wayne,1,2
6/24/20,Westchester,1549,1416
6/24/20,Wyoming,3,5
6/24/20,Yates,6,6
6/25/20,Albany,159,108
6/25/20,Allegany,0,2
6/25/20,Bronx,3036,3311
6/25/20,Broome,61,58
6/25/20,Cattaraugus,5,6
6/25/20,Cayuga,1,2
6/25/20,Chautauqua,4,3
6/25/20,Chemung,5,2
6/25/20,Chenango,3,6
6/25/20,Clinton,4,4
6/25/20,Columbia,43,47
6/25/20,Cortland,0,1
6/25/20,Delaware,0,4
6/25/20,Dutchess,159,151
6/25/20,Erie,594,569
6/25/20,Essex,0,0
6/25/20,Franklin,0,0
6/25/20,Fulton,18,26
6/25/20,Genesee,6,5
6/25/20,Greene,5,13
6/25/20,Hamilton,0,1
6/25/20,Herkimer,1,3
6/25/20,Jefferson,0,0
6/25/20,Kings,4518,5003
6/25/20,Lewis,0,5
6/25/20,Livingston,4,4
6/25/20,Madison,4,9
6/25/20,Manhattan,3314,2060
6/25/20,Monroe,258,241
6/25/20,Montgomery,5,4
6/25/20,Nassau,2690,2181
6/25/20,Niagara,66,85
6/25/20,Non-NYS,0,102
6/25/20,Oneida,92,93
6/25/20,Onondaga,175,164
6/25/20,Ontario,25,26
6/25/20,Orange,398,400
6/25/20,Orleans,39,52
6/25/20,Oswego,0,3
6/25/20,Otsego,6,4
6/25/20,Putnam,60,62
6/25/20,Queens,4022,5043
6/25/20,Rensselaer,37,32
6/25/20,Richmond,742,743
6/25/20,Rockland,469,506
6/25/20,Saratoga,5,15
6/25/20,Schenectady,34,35
6/25/20,Schoharie,0,2
6/25/20,Schuyler,0,0
6/25/20,Seneca,0,1
6/25/20,St. Lawrence,3,3
6/25/20,Statewide Total,24814,24814
6/25/20,Steuben,19,29
6/25/20,Suffolk,2022,1975
6/25/20,Sullivan,31,35
6/25/20,Tioga,18,19
6/25/20,Tompkins,2,0
6/25/20,Ulster,49,81
6/25/20,Warren,31,30
6/25/20,Washington,11,14
6/25/20,Wayne,1,2
6/25/20,Westchester,1551,1418
6/25/20,Wyoming,3,5
6/25/20,Yates,6,6
6/26/20,Albany,159,108
6/26/20,Allegany,0,2
6/26/20,Bronx,3038,3313
6/26/20,Broome,61,58
6/26/20,Cattaraugus,5,6
6/26/20,Cayuga,1,2
6/26/20,Chautauqua,4,3
6/26/20,Chemung,5,2
6/26/20,Chenango,3,6
6/26/20,Clinton,4,4
6/26/20,Columbia,43,47
6/26/20,Cortland,0,1
6/26/20,Delaware,0,4
6/26/20,Dutchess,159,151
6/26/20,Erie,594,569
6/26/20,Essex,0,0
6/26/20,Franklin,0,0
6/26/20,Fulton,18,26
6/26/20,Genesee,6,5
6/26/20,Greene,5,13
6/26/20,Hamilton,0,1
6/26/20,Herkimer,1,3
6/26/20,Jefferson,0,0
6/26/20,Kings,4520,5006
6/26/20,Lewis,0,5
6/26/20,Livingston,4,4
6/26/20,Madison,4,9
6/26/20,Manhattan,3316,2061
6/26/20,Monroe,260,243
6/26/20,Montgomery,5,4
6/26/20,Nassau,2691,2182
6/26/20,Niagara,66,85
6/26/20,Non-NYS,0,102
6/26/20,Oneida,92,93
6/26/20,Onondaga,175,164
6/26/20,Ontario,25,26
6/26/20,Orange,399,401
6/26/20,Orleans,40,53
6/26/20,Oswego,0,3
6/26/20,Otsego,6,4
6/26/20,Putnam,61,63
6/26/20,Queens,4022,5043
6/26/20,Rensselaer,37,32
6/26/20,Richmond,742,743
6/26/20,Rockland,469,506
6/26/20,Saratoga,5,15
6/26/20,Schenectady,34,35
6/26/20,Schoharie,0,2
6/26/20,Schuyler,0,0
6/26/20,Seneca,0,1
6/26/20,St. Lawrence,3,3
6/26/20,Statewide Total,24830,24830
6/26/20,Steuben,19,29
6/26/20,Suffolk,2025,1978
6/26/20,Sullivan,31,35
6/26/20,Tioga,18,19
6/26/20,Tompkins,2,0
6/26/20,Ulster,49,81
6/26/20,Warren,31,30
6/26/20,Washington,11,14
6/26/20,Wayne,1,2
6/26/20,Westchester,1552,1419
6/26/20,Wyoming,3,5
6/26/20,Yates,6,6
6/27/20,Albany,159,108
6/27/20,Allegany,0,2
6/27/20,Bronx,3038,3313
6/27/20,Broome,61,58
6/27/20,Cattaraugus,5,6
6/27/20,Cayuga,1,2
6/27/20,Chautauqua,4,3
6/27/20,Chemung,5,2
6/27/20,Chenango,3,6
6/27/20,Clinton,4,4
6/27/20,Columbia,43,47
6/27/20,Cortland,0,1
6/27/20,Delaware,0,4
6/27/20,Dutchess,159,151
6/27/20,Erie,594,569
6/27/20,Essex,0,0
6/27/20,Franklin,0,0
6/27/20,Fulton,18,26
6/27/20,Genesee,6,5
6/27/20,Greene,5,13
6/27/20,Hamilton,0,1
6/27/20,Herkimer,1,3
6/27/20,Jefferson,0,0
6/27/20,Kings,4520,5006
6/27/20,Lewis,0,5
6/27/20,Livingston,4,4
6/27/20,Madison,4,9
6/27/20,Manhattan,3316,2063
6/27/20,Monroe,261,244
6/27/20,Montgomery,5,4
6/27/20,Nassau,2692,2182
6/27/20,Niagara,66,85
6/27/20,Non-NYS,0,102
6/27/20,Oneida,92,93
6/27/20,Onondaga,175,164
6/27/20,Ontario,25,26
6/27/20,Orange,399,401
6/27/20,Orleans,40,53
6/27/20,Oswego,0,3
6/27/20,Otsego,6,4
6/27/20,Putnam,61,63
6/27/20,Queens,4022,5043
6/27/20,Rensselaer,37,32
6/27/20,Richmond,742,743
6/27/20,Rockland,469,506
6/27/20,Saratoga,5,15
6/27/20,Schenectady,34,35
6/27/20,Schoharie,0,2
6/27/20,Schuyler,0,0
6/27/20,Seneca,0,1
6/27/20,St. Lawrence,3,3
6/27/20,Statewide Total,24835,24835
6/27/20,Steuben,19,29
6/27/20,Suffolk,2026,1979
6/27/20,Sullivan,31,35
6/27/20,Tioga,18,19
6/27/20,Tompkins,2,0
6/27/20,Ulster,49,81
6/27/20,Warren,31,30
6/27/20,Washington,11,14
6/27/20,Wayne,1,2
6/27/20,Westchester,1554,1420
6/27/20,Wyoming,3,5
6/27/20,Yates,6,6
6/28/20,Albany,159,108
6/28/20,Allegany,0,2
6/28/20,Bronx,3038,3313
6/28/20,Broome,61,58
6/28/20,Cattaraugus,5,6
6/28/20,Cayuga,1,2
6/28/20,Chautauqua,4,3
6/28/20,Chemung,5,2
6/28/20,Chenango,3,6
6/28/20,Clinton,4,4
6/28/20,Columbia,43,47
6/28/20,Cortland,0,1
6/28/20,Delaware,0,4
6/28/20,Dutchess,159,151
6/28/20,Erie,594,569
6/28/20,Essex,0,0
6/28/20,Franklin,0,0
6/28/20,Fulton,18,26
6/28/20,Genesee,6,5
6/28/20,Greene,5,13
6/28/20,Hamilton,0,1
6/28/20,Herkimer,1,3
6/28/20,Jefferson,0,0
6/28/20,Kings,4521,5007
6/28/20,Lewis,0,5
6/28/20,Livingston,4,4
6/28/20,Madison,4,9
6/28/20,Manhattan,3317,2063
6/28/20,Monroe,261,244
6/28/20,Montgomery,5,4
6/28/20,Nassau,2692,2182
6/28/20,Niagara,66,85
6/28/20,Non-NYS,0,102
6/28/20,Oneida,92,93
6/28/20,Onondaga,176,165
6/28/20,Ontario,25,26
6/28/20,Orange,399,401
6/28/20,Orleans,41,54
6/28/20,Oswego,0,3
6/28/20,Otsego,6,4
6/28/20,Putnam,61,63
6/28/20,Queens,4022,5043
6/28/20,Rensselaer,37,32
6/28/20,Richmond,742,743
6/28/20,Rockland,469,506
6/28/20,Saratoga,5,15
6/28/20,Schenectady,34,35
6/28/20,Schoharie,0,2
6/28/20,Schuyler,0,0
6/28/20,Seneca,0,1
6/28/20,St. Lawrence,3,3
6/28/20,Statewide Total,24842,24842
6/28/20,Steuben,19,29
6/28/20,Suffolk,2026,1979
6/28/20,Sullivan,31,35
6/28/20,Tioga,18,19
6/28/20,Tompkins,2,0
6/28/20,Ulster,49,81
6/28/20,Warren,31,30
6/28/20,Washington,11,14
6/28/20,Wayne,1,2
6/28/20,Westchester,1557,1424
6/28/20,Wyoming,3,5
6/28/20,Yates,6,6
6/29/20,Albany,159,108
6/29/20,Allegany,0,2
6/29/20,Bronx,3039,3316
6/29/20,Broome,61,58
6/29/20,Cattaraugus,5,6
6/29/20,Cayuga,1,2
6/29/20,Chautauqua,4,3
6/29/20,Chemung,5,2
6/29/20,Chenango,3,6
6/29/20,Clinton,4,4
6/29/20,Columbia,43,47
6/29/20,Cortland,0,1
6/29/20,Delaware,0,4
6/29/20,Dutchess,159,151
6/29/20,Erie,596,571
6/29/20,Essex,0,0
6/29/20,Franklin,0,0
6/29/20,Fulton,18,26
6/29/20,Genesee,6,5
6/29/20,Greene,5,13
6/29/20,Hamilton,0,1
6/29/20,Herkimer,1,3
6/29/20,Jefferson,0,0
6/29/20,Kings,4522,5008
6/29/20,Lewis,0,5
6/29/20,Livingston,4,4
6/29/20,Madison,4,9
6/29/20,Manhattan,3318,2063
6/29/20,Monroe,261,244
6/29/20,Montgomery,5,4
6/29/20,Nassau,2693,2182
6/29/20,Niagara,66,85
6/29/20,Non-NYS,0,102
6/29/20,Oneida,92,93
6/29/20,Onondaga,178,167
6/29/20,Ontario,25,26
6/29/20,Orange,399,401
6/29/20,Orleans,41,54
6/29/20,Oswego,0,3
6/29/20,Otsego,6,4
6/29/20,Putnam,61,63
6/29/20,Queens,4023,5044
6/29/20,Rensselaer,37,32
6/29/20,Richmond,743,744
6/29/20,Rockland,469,506
6/29/20,Saratoga,5,15
6/29/20,Schenectady,34,35
6/29/20,Schoharie,0,2
6/29/20,Schuyler,0,0
6/29/20,Seneca,0,1
6/29/20,St. Lawrence,3,3
6/29/20,Statewide Total,24855,24855
6/29/20,Steuben,19,29
6/29/20,Suffolk,2028,1981
6/29/20,Sullivan,31,35
6/29/20,Tioga,18,19
6/29/20,Tompkins,2,0
6/29/20,Ulster,49,81
6/29/20,Warren,31,30
6/29/20,Washington,11,14
6/29/20,Wayne,1,2
6/29/20,Westchester,1558,1425
6/29/20,Wyoming,3,5
6/29/20,Yates,6,6
6/30/20,Albany,160,109
6/30/20,Allegany,0,2
6/30/20,Bronx,3040,3317
6/30/20,Broome,61,58
6/30/20,Cattaraugus,5,6
6/30/20,Cayuga,1,2
6/30/20,Chautauqua,4,3
6/30/20,Chemung,5,2
6/30/20,Chenango,3,6
6/30/20,Clinton,4,4
6/30/20,Columbia,43,47
6/30/20,Cortland,0,1
6/30/20,Delaware,0,4
6/30/20,Dutchess,159,151
6/30/20,Erie,597,572
6/30/20,Essex,0,0
6/30/20,Franklin,0,0
6/30/20,Fulton,18,26
6/30/20,Genesee,6,5
6/30/20,Greene,5,13
6/30/20,Hamilton,0,1
6/30/20,Herkimer,1,3
6/30/20,Jefferson,0,0
6/30/20,Kings,4522,5008
6/30/20,Lewis,0,5
6/30/20,Livingston,4,4
6/30/20,Madison,4,9
6/30/20,Manhattan,3319,2064
6/30/20,Monroe,262,245
6/30/20,Montgomery,5,4
6/30/20,Nassau,2694,2183
6/30/20,Niagara,66,85
6/30/20,Non-NYS,0,102
6/30/20,Oneida,93,94
6/30/20,Onondaga,178,167
6/30/20,Ontario,25,26
6/30/20,Orange,401,403
6/30/20,Orleans,41,54
6/30/20,Oswego,0,3
6/30/20,Otsego,6,4
6/30/20,Putnam,61,63
6/30/20,Queens,4025,5046
6/30/20,Rensselaer,37,32
6/30/20,Richmond,743,744
6/30/20,Rockland,469,506
6/30/20,Saratoga,5,15
6/30/20,Schenectady,34,35
6/30/20,Schoharie,0,2
6/30/20,Schuyler,0,0
6/30/20,Seneca,0,1
6/30/20,St. Lawrence,3,3
6/30/20,Statewide Total,24866,24866
6/30/20,Steuben,19,29
6/30/20,Suffolk,2028,1981
6/30/20,Sullivan,31,35
6/30/20,Tioga,18,19
6/30/20,Tompkins,2,0
6/30/20,Ulster,49,81
6/30/20,Warren,31,30
6/30/20,Washington,11,14
6/30/20,Wayne,1,2
6/30/20,Westchester,1558,1425
6/30/20,Wyoming,3,5
6/30/20,Yates,6,6
7/1/20,Albany,160,109
7/1/20,Allegany,0,2
7/1/20,Bronx,3042,3319
7/1/20,Broome,62,59
7/1/20,Cattaraugus,5,6
7/1/20,Cayuga,1,2
7/1/20,Chautauqua,4,3
7/1/20,Chemung,5,2
7/1/20,Chenango,3,6
7/1/20,Clinton,4,4
7/1/20,Columbia,43,47
7/1/20,Cortland,0,1
7/1/20,Delaware,0,4
7/1/20,Dutchess,159,151
7/1/20,Erie,598,573
7/1/20,Essex,0,0
7/1/20,Franklin,0,0
7/1/20,Fulton,18,26
7/1/20,Genesee,6,5
7/1/20,Greene,5,13
7/1/20,Hamilton,0,1
7/1/20,Herkimer,1,3
7/1/20,Jefferson,0,0
7/1/20,Kings,4524,5010
7/1/20,Lewis,0,5
7/1/20,Livingston,4,4
7/1/20,Madison,4,9
7/1/20,Manhattan,3320,2065
7/1/20,Monroe,262,245
7/1/20,Montgomery,5,4
7/1/20,Nassau,2695,2184
7/1/20,Niagara,66,85
7/1/20,Non-NYS,0,102
7/1/20,Oneida,93,94
7/1/20,Onondaga,178,167
7/1/20,Ontario,25,26
7/1/20,Orange,401,403
7/1/20,Orleans,41,54
7/1/20,Oswego,0,3
7/1/20,Otsego,6,4
7/1/20,Putnam,61,63
7/1/20,Queens,4027,5048
7/1/20,Rensselaer,37,32
7/1/20,Richmond,743,744
7/1/20,Rockland,469,506
7/1/20,Saratoga,5,15
7/1/20,Schenectady,34,35
7/1/20,Schoharie,0,2
7/1/20,Schuyler,0,0
7/1/20,Seneca,0,1
7/1/20,St. Lawrence,3,3
7/1/20,Statewide Total,24877,24877
7/1/20,Steuben,19,29
7/1/20,Suffolk,2028,1981
7/1/20,Sullivan,31,35
7/1/20,Tioga,18,19
7/1/20,Tompkins,2,0
7/1/20,Ulster,49,81
7/1/20,Warren,31,30
7/1/20,Washington,11,14
7/1/20,Wayne,1,2
7/1/20,Westchester,1559,1426
7/1/20,Wyoming,3,5
7/1/20,Yates,6,6
7/2/20,Albany,160,109
7/2/20,Allegany,0,2
7/2/20,Bronx,3042,3319
7/2/20,Broome,62,59
7/2/20,Cattaraugus,5,6
7/2/20,Cayuga,1,2
7/2/20,Chautauqua,4,3
7/2/20,Chemung,5,2
7/2/20,Chenango,3,6
7/2/20,Clinton,4,4
7/2/20,Columbia,43,47
7/2/20,Cortland,0,1
7/2/20,Delaware,0,4
7/2/20,Dutchess,159,151
7/2/20,Erie,598,573
7/2/20,Essex,0,0
7/2/20,Franklin,0,0
7/2/20,Fulton,18,26
7/2/20,Genesee,6,5
7/2/20,Greene,5,13
7/2/20,Hamilton,0,1
7/2/20,Herkimer,1,3
7/2/20,Jefferson,0,0
7/2/20,Kings,4525,5011
7/2/20,Lewis,0,5
7/2/20,Livingston,4,4
7/2/20,Madison,4,9
7/2/20,Manhattan,3321,2065
7/2/20,Monroe,262,245
7/2/20,Montgomery,5,4
7/2/20,Nassau,2697,2185
7/2/20,Niagara,66,85
7/2/20,Non-NYS,0,102
7/2/20,Oneida,96,97
7/2/20,Onondaga,178,167
7/2/20,Ontario,25,26
7/2/20,Orange,401,403
7/2/20,Orleans,41,54
7/2/20,Oswego,0,3
7/2/20,Otsego,6,4
7/2/20,Putnam,61,63
7/2/20,Queens,4027,5048
7/2/20,Rensselaer,37,32
7/2/20,Richmond,744,746
7/2/20,Rockland,469,506
7/2/20,Saratoga,5,15
7/2/20,Schenectady,34,35
7/2/20,Schoharie,0,2
7/2/20,Schuyler,0,0
7/2/20,Seneca,0,1
7/2/20,St. Lawrence,3,3
7/2/20,Statewide Total,24885,24885
7/2/20,Steuben,19,29
7/2/20,Suffolk,2029,1983
7/2/20,Sullivan,31,35
7/2/20,Tioga,18,19
7/2/20,Tompkins,2,0
7/2/20,Ulster,49,81
7/2/20,Warren,31,30
7/2/20,Washington,11,14
7/2/20,Wayne,1,2
7/2/20,Westchester,1558,1425
7/2/20,Wyoming,3,5
7/2/20,Yates,6,6
7/3/20,Albany,160,109
7/3/20,Allegany,0,2
7/3/20,Bronx,3044,3320
7/3/20,Broome,62,59
7/3/20,Cattaraugus,5,6
7/3/20,Cayuga,1,2
7/3/20,Chautauqua,4,3
7/3/20,Chemung,5,2
7/3/20,Chenango,3,6
7/3/20,Clinton,4,4
7/3/20,Columbia,43,47
7/3/20,Cortland,0,1
7/3/20,Delaware,0,4
7/3/20,Dutchess,160,152
7/3/20,Erie,598,573
7/3/20,Essex,0,0
7/3/20,Franklin,0,0
7/3/20,Fulton,18,26
7/3/20,Genesee,6,5
7/3/20,Greene,5,13
7/3/20,Hamilton,0,1
7/3/20,Herkimer,1,3
7/3/20,Jefferson,0,0
7/3/20,Kings,4525,5011
7/3/20,Lewis,0,5
7/3/20,Livingston,4,4
7/3/20,Madison,4,9
7/3/20,Manhattan,3325,2068
7/3/20,Monroe,262,245
7/3/20,Montgomery,5,4
7/3/20,Nassau,2697,2186
7/3/20,Niagara,66,85
7/3/20,Non-NYS,0,102
7/3/20,Oneida,97,100
7/3/20,Onondaga,180,167
7/3/20,Ontario,25,26
7/3/20,Orange,401,403
7/3/20,Orleans,41,54
7/3/20,Oswego,0,3
7/3/20,Otsego,6,4
7/3/20,Putnam,61,63
7/3/20,Queens,4028,5050
7/3/20,Rensselaer,37,32
7/3/20,Richmond,744,746
7/3/20,Rockland,469,506
7/3/20,Saratoga,5,15
7/3/20,Schenectady,34,35
7/3/20,Schoharie,0,2
7/3/20,Schuyler,0,0
7/3/20,Seneca,0,1
7/3/20,St. Lawrence,3,3
7/3/20,Statewide Total,24896,24896
7/3/20,Steuben,19,29
7/3/20,Suffolk,2029,1983
7/3/20,Sullivan,31,35
7/3/20,Tioga,18,19
7/3/20,Tompkins,2,0
7/3/20,Ulster,49,81
7/3/20,Warren,31,30
7/3/20,Washington,11,14
7/3/20,Wayne,1,2
7/3/20,Westchester,1558,1425
7/3/20,Wyoming,3,5
7/3/20,Yates,6,6
7/4/20,Albany,160,109
7/4/20,Allegany,0,2
7/4/20,Bronx,3046,3322
7/4/20,Broome,62,59
7/4/20,Cattaraugus,5,6
7/4/20,Cayuga,1,2
7/4/20,Chautauqua,4,3
7/4/20,Chemung,5,2
7/4/20,Chenango,3,6
7/4/20,Clinton,4,4
7/4/20,Columbia,43,47
7/4/20,Cortland,0,1
7/4/20,Delaware,0,4
7/4/20,Dutchess,160,152
7/4/20,Erie,599,574
7/4/20,Essex,0,0
7/4/20,Franklin,0,0
7/4/20,Fulton,18,26
7/4/20,Genesee,6,5
7/4/20,Greene,5,13
7/4/20,Hamilton,0,1
7/4/20,Herkimer,1,3
7/4/20,Jefferson,0,0
7/4/20,Kings,4525,5012
7/4/20,Lewis,0,5
7/4/20,Livingston,4,4
7/4/20,Madison,4,9
7/4/20,Manhattan,3327,2069
7/4/20,Monroe,262,245
7/4/20,Montgomery,5,4
7/4/20,Nassau,2697,2186
7/4/20,Niagara,66,85
7/4/20,Non-NYS,0,102
7/4/20,Oneida,98,101
7/4/20,Onondaga,180,167
7/4/20,Ontario,25,26
7/4/20,Orange,401,403
7/4/20,Orleans,41,54
7/4/20,Oswego,0,3
7/4/20,Otsego,6,4
7/4/20,Putnam,61,63
7/4/20,Queens,4028,5050
7/4/20,Rensselaer,37,32
7/4/20,Richmond,744,746
7/4/20,Rockland,469,506
7/4/20,Saratoga,5,15
7/4/20,Schenectady,34,35
7/4/20,Schoharie,0,2
7/4/20,Schuyler,0,0
7/4/20,Seneca,0,1
7/4/20,St. Lawrence,3,3
7/4/20,Statewide Total,24904,24904
7/4/20,Steuben,19,29
7/4/20,Suffolk,2029,1983
7/4/20,Sullivan,31,35
7/4/20,Tioga,18,19
7/4/20,Tompkins,2,0
7/4/20,Ulster,49,81
7/4/20,Warren,31,30
7/4/20,Washington,11,14
7/4/20,Wayne,1,2
7/4/20,Westchester,1560,1427
7/4/20,Wyoming,3,5
7/4/20,Yates,6,6
7/5/20,Albany,161,109
7/5/20,Allegany,0,2
7/5/20,Bronx,3047,3323
7/5/20,Broome,62,59
7/5/20,Cattaraugus,5,6
7/5/20,Cayuga,1,2
7/5/20,Chautauqua,4,3
7/5/20,Chemung,5,2
7/5/20,Chenango,3,6
7/5/20,Clinton,4,4
7/5/20,Columbia,43,47
7/5/20,Cortland,0,1
7/5/20,Delaware,0,4
7/5/20,Dutchess,160,152
7/5/20,Erie,599,574
7/5/20,Essex,0,0
7/5/20,Franklin,0,0
7/5/20,Fulton,18,26
7/5/20,Genesee,6,5
7/5/20,Greene,5,13
7/5/20,Hamilton,0,1
7/5/20,Herkimer,1,3
7/5/20,Jefferson,0,0
7/5/20,Kings,4526,5014
7/5/20,Lewis,0,5
7/5/20,Livingston,4,4
7/5/20,Madison,4,9
7/5/20,Manhattan,3328,2069
7/5/20,Monroe,262,245
7/5/20,Montgomery,5,4
7/5/20,Nassau,2698,2187
7/5/20,Niagara,66,85
7/5/20,Non-NYS,0,102
7/5/20,Oneida,98,101
7/5/20,Onondaga,180,167
7/5/20,Ontario,25,26
7/5/20,Orange,402,404
7/5/20,Orleans,41,54
7/5/20,Oswego,0,3
7/5/20,Otsego,6,4
7/5/20,Putnam,61,63
7/5/20,Queens,4028,5050
7/5/20,Rensselaer,38,33
7/5/20,Richmond,745,747
7/5/20,Rockland,469,506
7/5/20,Saratoga,5,15
7/5/20,Schenectady,34,36
7/5/20,Schoharie,0,2
7/5/20,Schuyler,0,0
7/5/20,Seneca,0,1
7/5/20,St. Lawrence,3,3
7/5/20,Statewide Total,24913,24913
7/5/20,Steuben,19,29
7/5/20,Suffolk,2030,1984
7/5/20,Sullivan,31,35
7/5/20,Tioga,18,19
7/5/20,Tompkins,2,0
7/5/20,Ulster,49,81
7/5/20,Warren,31,30
7/5/20,Washington,11,14
7/5/20,Wayne,1,2
7/5/20,Westchester,1560,1427
7/5/20,Wyoming,3,5
7/5/20,Yates,6,6
7/6/20,Albany,161,109
7/6/20,Allegany,0,2
7/6/20,Bronx,3049,3325
7/6/20,Broome,62,59
7/6/20,Cattaraugus,5,6
7/6/20,Cayuga,1,2
7/6/20,Chautauqua,4,3
7/6/20,Chemung,5,2
7/6/20,Chenango,3,6
7/6/20,Clinton,4,4
7/6/20,Columbia,43,47
7/6/20,Cortland,0,1
7/6/20,Delaware,0,4
7/6/20,Dutchess,160,152
7/6/20,Erie,601,576
7/6/20,Essex,0,0
7/6/20,Franklin,0,0
7/6/20,Fulton,18,26
7/6/20,Genesee,6,5
7/6/20,Greene,5,13
7/6/20,Hamilton,0,1
7/6/20,Herkimer,1,3
7/6/20,Jefferson,0,0
7/6/20,Kings,4528,5016
7/6/20,Lewis,0,5
7/6/20,Livingston,4,4
7/6/20,Madison,4,9
7/6/20,Manhattan,3329,2069
7/6/20,Monroe,262,245
7/6/20,Montgomery,5,4
7/6/20,Nassau,2698,2187
7/6/20,Niagara,66,85
7/6/20,Non-NYS,0,102
7/6/20,Oneida,98,101
7/6/20,Onondaga,180,167
7/6/20,Ontario,25,26
7/6/20,Orange,402,404
7/6/20,Orleans,41,54
7/6/20,Oswego,0,3
7/6/20,Otsego,6,4
7/6/20,Putnam,61,63
7/6/20,Queens,4029,5051
7/6/20,Rensselaer,38,33
7/6/20,Richmond,745,747
7/6/20,Rockland,469,506
7/6/20,Saratoga,5,15
7/6/20,Schenectady,34,36
7/6/20,Schoharie,0,2
7/6/20,Schuyler,0,0
7/6/20,Seneca,0,1
7/6/20,St. Lawrence,3,3
7/6/20,Statewide Total,24924,24924
7/6/20,Steuben,19,29
7/6/20,Suffolk,2031,1985
7/6/20,Sullivan,31,35
7/6/20,Tioga,18,19
7/6/20,Tompkins,2,0
7/6/20,Ulster,49,81
7/6/20,Warren,31,30
7/6/20,Washington,11,14
7/6/20,Wayne,1,2
7/6/20,Westchester,1562,1430
7/6/20,Wyoming,3,5
7/6/20,Yates,6,6
7/7/20,Albany,161,109
7/7/20,Allegany,0,2
7/7/20,Bronx,3051,3327
7/7/20,Broome,63,60
7/7/20,Cattaraugus,5,6
7/7/20,Cayuga,1,2
7/7/20,Chautauqua,4,3
7/7/20,Chemung,5,2
7/7/20,Chenango,3,6
7/7/20,Clinton,4,4
7/7/20,Columbia,43,47
7/7/20,Cortland,0,1
7/7/20,Delaware,0,4
7/7/20,Dutchess,160,152
7/7/20,Erie,601,576
7/7/20,Essex,0,0
7/7/20,Franklin,0,0
7/7/20,Fulton,18,26
7/7/20,Genesee,6,5
7/7/20,Greene,5,13
7/7/20,Hamilton,0,1
7/7/20,Herkimer,1,3
7/7/20,Jefferson,0,0
7/7/20,Kings,4534,5022
7/7/20,Lewis,0,5
7/7/20,Livingston,4,4
7/7/20,Madison,4,9
7/7/20,Manhattan,3330,2070
7/7/20,Monroe,262,245
7/7/20,Montgomery,5,4
7/7/20,Nassau,2699,2188
7/7/20,Niagara,67,85
7/7/20,Non-NYS,0,102
7/7/20,Oneida,99,102
7/7/20,Onondaga,180,167
7/7/20,Ontario,25,26
7/7/20,Orange,402,404
7/7/20,Orleans,41,55
7/7/20,Oswego,0,3
7/7/20,Otsego,6,4
7/7/20,Putnam,61,63
7/7/20,Queens,4035,5057
7/7/20,Rensselaer,38,33
7/7/20,Richmond,745,747
7/7/20,Rockland,469,506
7/7/20,Saratoga,5,15
7/7/20,Schenectady,34,36
7/7/20,Schoharie,0,2
7/7/20,Schuyler,0,0
7/7/20,Seneca,0,1
7/7/20,St. Lawrence,3,3
7/7/20,Statewide Total,24944,24944
7/7/20,Steuben,19,29
7/7/20,Suffolk,2030,1984
7/7/20,Sullivan,31,35
7/7/20,Tioga,19,20
7/7/20,Tompkins,2,0
7/7/20,Ulster,49,81
7/7/20,Warren,31,30
7/7/20,Washington,11,14
7/7/20,Wayne,1,2
7/7/20,Westchester,1563,1431
7/7/20,Wyoming,3,5
7/7/20,Yates,6,6
7/8/20,Albany,161,109
7/8/20,Allegany,0,2
7/8/20,Bronx,3052,3328
7/8/20,Broome,63,60
7/8/20,Cattaraugus,5,6
7/8/20,Cayuga,1,2
7/8/20,Chautauqua,4,3
7/8/20,Chemung,5,2
7/8/20,Chenango,3,6
7/8/20,Clinton,4,4
7/8/20,Columbia,43,47
7/8/20,Cortland,0,1
7/8/20,Delaware,0,4
7/8/20,Dutchess,160,152
7/8/20,Erie,601,576
7/8/20,Essex,0,0
7/8/20,Franklin,0,0
7/8/20,Fulton,18,26
7/8/20,Genesee,6,5
7/8/20,Greene,5,13
7/8/20,Hamilton,0,1
7/8/20,Herkimer,1,3
7/8/20,Jefferson,0,0
7/8/20,Kings,4535,5023
7/8/20,Lewis,0,5
7/8/20,Livingston,4,4
7/8/20,Madison,4,9
7/8/20,Manhattan,3332,2072
7/8/20,Monroe,263,246
7/8/20,Montgomery,5,4
7/8/20,Nassau,2699,2188
7/8/20,Niagara,67,85
7/8/20,Non-NYS,0,102
7/8/20,Oneida,100,103
7/8/20,Onondaga,180,167
7/8/20,Ontario,25,26
7/8/20,Orange,403,404
7/8/20,Orleans,41,55
7/8/20,Oswego,0,3
7/8/20,Otsego,6,4
7/8/20,Putnam,61,63
7/8/20,Queens,4035,5057
7/8/20,Rensselaer,38,33
7/8/20,Richmond,745,747
7/8/20,Rockland,469,506
7/8/20,Saratoga,5,15
7/8/20,Schenectady,34,36
7/8/20,Schoharie,0,2
7/8/20,Schuyler,0,0
